2.1602 	WARNING 	Speech-to-text recognition module for PocketSphinx is not available (use command `pip install SpeechRecognition` to get it). Transcription will be unavailable using that service this session.
2.1607 	WARNING 	Speech-to-text recognition using Google online services is not available (use command `pip install google-api-core google-auth google-cloud google-cloud-speech googleapis-common-protos` to get it). Transcription will be unavailable using that service this session.
41.3105 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=True, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000027702DEED60>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000027702DEED00>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000027702DEEA00>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000027704320F10>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1920, 1080]), stencilBits=8, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
41.3107 	EXP 	window1: mouseVisible = True
41.3107 	EXP 	window1: backgroundImage = ''
41.3107 	EXP 	window1: backgroundFit = 'none'
41.3109 	EXP 	window1: mouseVisible = False
41.3109 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
41.3110 	EXP 	window1: recordFrameIntervals = False
41.4770 	EXP 	window1: recordFrameIntervals = True
41.6597 	EXP 	Screen (0) actual frame rate measured at 60.12Hz
41.6598 	EXP 	window1: recordFrameIntervals = False
44.0200 	EXP 	Created text_norm = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text_norm', opacity=1.0, ori=0.0, pos=array([ 0. , -0.4]), rgb=UNKNOWN, text='', units='norm', win=Window(...), wrapWidth=1.8)
44.0212 	EXP 	Created text_norm_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text_norm_2', opacity=1.0, ori=0.0, pos=array([0.  , 0.55]), rgb=UNKNOWN, text='', units='norm', win=Window(...), wrapWidth=1.8)
44.0434 	EXP 	Created image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-5.0, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='image', opacity=1.0, ori=0.0, pos=array([0.55, 0.2 ]), size=array([0.2, 0.2]), texRes=128.0, units='height', win=Window(...))
44.0597 	EXP 	Created Mask_2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='Mask_2', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([2., 2.]), texRes=128.0, units='norm', win=Window(...))
44.1181 	EXP 	Created Stim = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='Stim', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([2., 2.]), texRes=128.0, units='norm', win=Window(...))
44.1417 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_2', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='?', units='height', win=Window(...), wrapWidth=1)
44.1429 	EXP 	Created text_norm = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text_norm', opacity=1.0, ori=0.0, pos=array([ 0. , -0.4]), rgb=UNKNOWN, text='', units='norm', win=Window(...), wrapWidth=1.8)
44.1439 	EXP 	Created text_norm_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text_norm_2', opacity=1.0, ori=0.0, pos=array([0.  , 0.44]), rgb=UNKNOWN, text='', units='norm', win=Window(...), wrapWidth=1.8)
44.1454 	EXP 	Created text_norm_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.12, italic=False, languageStyle='LTR', name='text_norm_2', opacity=1.0, ori=0.0, pos=array([0.  , 0.85]), rgb=UNKNOWN, text='', units='norm', win=Window(...), wrapWidth=1.8)
44.1557 	EXP 	Created image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-5.0, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='image', opacity=1.0, ori=0.0, pos=array([0.5 , 0.22]), size=array([0.2, 0.2]), texRes=128.0, units='height', win=Window(...))
44.1585 	EXP 	Created TextEnd = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='TextEnd', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1.8)
44.2169 	EXP 	text_norm_2: alignText = 'left'
44.2169 	EXP 	image: image = 'stim_yellow.jpg'
44.2169 	EXP 	Mask_2: image = 'mask.jpg'
44.2169 	EXP 	text_norm_2: alignText = 'left'
44.2169 	EXP 	text_norm_2: alignText = 'center'
44.2169 	EXP 	image: image = 'stim_yellow.jpg'
44.2169 	EXP 	text_norm_2: height = 0.12
44.2169 	EXP 	text_norm_2: height = 0.12
44.2169 	EXP 	text_norm_2: height = 0.12
44.2169 	EXP 	text_norm_2: text = 'Instruções'
44.2169 	EXP 	text_norm_2: height = 0.1
44.2169 	EXP 	text_norm_2: height = 0.1
44.2169 	EXP 	text_norm_2: height = 0.1
44.2169 	EXP 	text_norm_2: text = 'Por favor tenha em mente que o copo amarelo \npertence-lhe : \n \n e que o copo azul pertence ao avatar.'
44.2169 	EXP 	text_norm: height = 0.1
44.2169 	EXP 	text_norm: height = 0.1
44.2169 	EXP 	text_norm: height = 0.1
44.2169 	EXP 	text_norm: text = 'Se um " ? " aparece : \n     - Responder rapidamente com a sua dedo polegar se o copo estiver acessível \n     - Responder rapidamente com a sua dedo indicador  se o copo não estiver acessível \n \n Ready?'
44.2312 	EXP 	window1: recordFrameIntervals = False
44.2509 	EXP 	text_norm_2: autoDraw = True
44.2509 	EXP 	text_norm: autoDraw = True
44.2509 	EXP 	text_norm_2: autoDraw = True
44.2509 	EXP 	TextEnd: height = 0.05
44.2509 	EXP 	TextEnd: height = 0.05
44.2509 	EXP 	TextEnd: height = 0.05
44.2509 	EXP 	TextEnd: text = 'A experiência está terminada. Obrigado pela vossa participação ! \n\n'
44.2509 	EXP 	image: autoDraw = True
44.2714 	EXP 	window1: recordFrameIntervals = False
69.1678 	EXP 	Created sequence: sequential, trialTypes=1, nReps=4, seed=None
69.1832 	EXP 	text_norm: autoDraw = False
69.1832 	EXP 	text_norm_2: autoDraw = False
69.1832 	EXP 	text_norm_2: autoDraw = False
69.1832 	EXP 	image: autoDraw = False
69.1840 	EXP 	New trial (rep=0, index=0): None
